word,english_translation
हेर,Translation Error
बरे,Translation Error
जमनीर,Translation Error
पडलें,Translation Error
तें,Translation Error
किल्ललें,Translation Error
आनी,Translation Error
वाडलें,Translation Error
आनी,Translation Error
पीक,Translation Error
दिलें,Translation Error
एकाक,Translation Error
तीस,Translation Error
एकाक,Translation Error
साठ,Translation Error
आनी,Translation Error
एकाक,Translation Error
शंबर,Translation Error
माते,Translation Error
४,Translation Error
३,Translation Error
८,Translation Error
बळवंतान,Translation Error
प्रि,Translation Error
जुवांव,Translation Error
दे,Translation Error
देवस,Translation Error
खंय,Translation Error
आसत,Translation Error
ही,Translation Error
खबर,Translation Error
ताचे,Translation Error
आवयकडे,Translation Error
काडली,Translation Error
आनी,Translation Error
एक,Translation Error
दीस,Translation Error
एकलो,Translation Error
आपलें,Translation Error
मोटरसायकल,Translation Error
घेवन,Translation Error
भायर,Translation Error
सरलो,Translation Error
चिंतनेन,Translation Error
आनी,Translation Error
भावनेंत,Translation Error
तो,Translation Error
गुल्ल,Translation Error
जाल्लो,Translation Error
वाटेर,Translation Error
ताका,Translation Error
एक,Translation Error
पाद्री,Translation Error
इश्ट,Translation Error
मेळ्ळो,Translation Error
आनी,Translation Error
ताका,Translation Error
पळोवन,Translation Error
मातशें,Translation Error
चिंतेस्त,Translation Error
जालो,Translation Error
बळवंत,Translation Error
तुका,Translation Error
कितें,Translation Error
जालां,Translation Error
इतलो,Translation Error
चिंतेस्त,Translation Error
कित्याक,Translation Error
तूं,Translation Error
कोणाचेर,Translation Error
मेटरसायकल,Translation Error
बा,Translation Error
व्हरून,Translation Error
मारशी,Translation Error
ताणें,Translation Error
म्हणलें,Translation Error
खरेंच,Translation Error
बळवंतान,Translation Error
एका,Translation Error
वाटेन,Translation Error
वेत्या,Translation Error
म्हाताऱ्याचेर,Translation Error
मोटर,Translation Error
माल्ली,Translation Error
